별점,리뷰,날짜
4,"시부모님 모시고 통영여행 가서 맛있다고 해서 찾아갔어요근뎅... 그냥 신랑이랑 저랑 갔으면 맛있게 먹었을텐데 아버님어머님은 입에 안맞으셨나봅니다.
점복죽 샐러드 간장게장 낙지탕탕이 조기생선 모듬회20여점 멍게 맛조게 관자회 해삼내장 오만둥이 점복회 생선까스 새우튀김고구마튀김 매운탕 멸치회무침 멸치조림 아구삶은것 연어초밥 연어타다끼 등등 나왔는데... 밥이없다며..ㅎㅎㅎ 밥 한그릇 시켜먹었어요. 부모님 모시고 가기에는 조금 자리도 불편하고 손님이 많아서 불편했어요..ㅠㅠ
좌식자리도 없고 아기의자또한 없었습니다.
담엔 그냥 좌식있고 편한곳으로 가는게 좋을것 같아용
금액은 1인4만원 이였는데... 더 비싼곳으로 갈걸 살짝 후회했어용..ㅎㅎㅎ 그래도 나름 잘 먹었어요 저능..ㅎ",3년 전
5,우와 진짜 술을 부르는 통영 해산물의 향연. 배터지게 먹고왔어요. 다음에도 갈껍니다. 꼭!,3년 전
4,생각보다 엄청 맛있지는 않았지만 깔끔하고 정갈했어요,1년 전
3,"아내랑 둘이 갔는데 양과 질에 비하면 1인당 4만원은 좀 과하네요. 그냥 그닥 비싸지 않은 해산물들을 조금씩 여러 종류를 주는 집.  뭐 하나 기억에 남는 음식이 없네요. 반찬으로 주는 반건조 갈치조림이랑 부침개가 제일 낫습니다.  통영 2박3일 동안 먹은 음식 중에서는 서호시장에서 직접 골라서 회떠먹은 장갱이, 붉바리, 쥐치회가 5만원의 놀라운 가격으로 가장 만족도가 높았습니다.",4년 전
5,"매장 11:30분 오픈에 딱 맞춰서 들어가서 점심특선과 물회를 먹었는데 괜찮았어요.
전날 통영다찌집에 갔다가 기대했던 바에 못 미쳐서 실망했는데 오늘은 나름 만족했네요",3년 전
4,"깔끔하고 맛있어요
1인분에 4만원 아깝지 않네요~",4년 전
4,"깔끔하게 나와서 좋습니다 ~ 음식이 빨리 나와서.. 천천히.드실뿐은 미리 말씀하시는게 좋을 듯.. ㅋㅋㅋ
그래도 깔끔하고 맛있어서 좋습니당 ㅎㅎ",4년 전
2,"막 벅수다찌서 식사하고 오는길입니다
서빙하는 직원들이 마스크를 제대로 착용하지 않습니다
홀에 서빙하시는분이 세분계셨는데 마스크를 제대로 착용하지않아 착용을 부탁드렸슴에도 불구하고 한분은 마스크를 착용해주셨고 한분은 여전히 턱에 걸쳐놓고 있었고
남자분은 끝까지 마스크 착용하지않았습니다
음식점 서빙하시는 분 기본적으로 마스크 착용하셔야되지않나요
방송나온집이라고 손님이 많아서 기본 방역수칙은 안지켜도 되는건지요?
나올때 보니 주방도 마스크 안끼는것 같았습니다

음식도 너무 급하게 나왔고
해산물에 대한 설명도 없었습니다
방송으로 인해 부풀러져있는 느낌이고
가격도 그다지 싼편은 아닙니다
잘 생각해보고 방문하시기 바랍니다
회는 서너점 먹으면 없어요
사진은 3인용으로 시킨 회입니다
다시 방문할 생각은 없고요
통영에는 싸고 맛있는 집도 많으니까요",4년 전
1,"1인 5만원, 주류 별도. 다찌라는 말을 사용하면 안될 것 같은 식당.
사진 속 회 종류는 신선하지만, 외 음식들은 싱겁거나 달거나 별로였습니다. 게회라는 음식은 이해하기가 힘든 음식이었고 맛또한 비릿했습니다. 음식 종류도 많지 않고 먹을만한게 없었습니다.
가성비 정말 안좋습니다.",2년 전
4,"벅수: 1. 바보의 방언 2. 장승의 방언

사실 한국에서 유명세를 탄 식당은 불친절하기 그지 없다. 난 그런 식당을 아주 혐오한다.  손님 소 닭보듯이 하는 식당  너무 유명한 탓에 손님들이 그들 눈에는 원수처럼 보이는 듯하다. 벅수가기전 근방의 유명 다찌집을 들렸으나 들어서자마자 느껴지는 달갑지 않은 인사의 눈빛 '왜 왔지?' 그들의 눈빛에서 독심술을 익히지 않아도 의도를 충분히 알수 있었다.
그러나 벅수는 달랐다 들어서자마자 인원수를 확인하고 입구쪽 자리라서 불편함의 양해를 구하는 접객태도가 너무 마음에 들었다. 그리고 주문하고 연달아 나오는 음식들 해물의 신선함과 이른바 쯔끼다시로 나오는 요리의 수준이 절로 입가에 미소를 띠게했다.  유명세에 번잡한 식당임에도 불구하고 많은 손님들을 미소로 접객하는 것이 프로의 냄새가 났다.  생경한 요리가 나올때 상세히 음식을 맛있게 먹는법을 설명들으니  음식에 서사가 더 해져 더욱 맛있게 느껴졌다. 분명 1인당 4만원이면 저렴하지 않은 가격이지만  서빙서비스가 여느 잘나가는 식당들의 서비스 같지 않아서 너무 좋았다.  식당은 음식을 파는 것이 아니라 환대를 파는 것이라는 말에 부합하는 식당이였다. 물론 음식 맛이 좋은건 기본이다. 그리고 서빙하시는 분이 너무 미인이라서 더욱 그렇게 느꼈는지도 모르겠다. 미야와키사쿠라상이 서빙을 하고 있다고 생각하니 아이즈원 팬이라면 꼭 가볼만한 곳 이라고 생각한다.  통영의 서비스 지킴이 장승,  맛만 생각하는 바보 벅수 추천한다.",6년 전
